MCID;SvcDate;SvcTime;Mileage;Category;Notes
"HAR21";2014-03-04;4.00;;OfficeAdmin;""
"HEN26";2014-03-04;4.00;;CtrVol;""
"KUN58";2014-03-04;2.00;;CtrVol;""
"HAR21A";2014-03-04;4.00;;CtrVol;""
"LAR33";2014-03-04;4.00;;CtrVol;""
"PER17";2014-03-04;3.00;;Committee;""
"LAR33";2014-03-04;1.75;95;Transporter;""
"WRI16";2014-03-04;1.50;60;Transporter;""
"DUN13";2014-03-05;10.00;;Supervisor;""
"DUN13";2014-03-05;1.00;;CtrVol;""
"CAI58";2014-03-05;4.00;;CtrVol;""
"DIL82";2014-03-05;7.00;;CtrVol;""
"WRI15";2014-03-05;7.00;;CtrVol;""
"CLA23";2014-03-05;3.50;;CtrVol;""
"COR77";2014-03-05;6.00;;OfficeAdmin;""
"HEN85";2014-03-05;4.00;;CtrVol;""
"FEI11";2014-03-05;4.50;;CtrVol;""
"CHE28";2014-03-05;4.00;;CtrVol;""
"CHE28A";2014-03-05;4.00;;CtrVol;""
"HUD47";2014-03-05;4.00;;CtrVol;""
"BUC95";2014-03-05;2.00;25;Transporter;""
"BOL35";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"THA32";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"DUM40";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"REN13";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"CHR16A";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"DIL82";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"LAR33";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"HAL49";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"LAM99";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"PLE17";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"THA32";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"DUN13";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"TOD12";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"WOL37";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"ATN10";2014-03-08;1.50;;Other;"Zoonotic Diseases"
"FLA24";2014-03-06;5.00;;Supervisor;""
"DUM40";2014-03-06;5.00;;Supervisor;""
"BRO53";2014-03-06;5.00;;CtrVol;""
"CHR16A";2014-03-06;4.00;;CtrVol;""
"AIE30";2014-03-06;9.00;;CtrVol;""
"DIL82";2014-03-06;6.00;;CtrVol;""
"COR77";2014-03-06;5.50;;OfficeAdmin;""
"LAM99";2014-03-06;4.00;;CtrVol;""
"WRI15";2014-03-06;4.00;;CtrVol;""
"DUN13";2014-03-06;2.00;;CtrVol;""
"CAM53";2014-03-07;10.00;;Supervisor;""
"CAM53";2014-03-07;1.00;;CtrVol;""
"DUM40";2014-03-07;4.00;;CtrVol;""
"WOL15";2014-03-07;4.00;;CtrVol;""
"DOR16";2014-03-07;4.00;;OfficeAdmin;""
"REN13";2014-03-07;9.00;;CtrVol;""
"MCC15A";2014-03-07;4.00;;CtrVol;""
"MAX12";2014-03-07;3.00;;CtrVol;""
"BOL35";2014-03-07;4.00;;CtrVol;""
"GON27";2014-03-07;4.00;;CtrVol;""
"CHA33";2014-03-07;3.00;;CtrVol;""
"MAX12";2014-03-07;1.00;20;Transporter;""
"ALV34";2014-03-07;1.00;60;Transporter;""
"CAM53";2014-03-08;10.00;;Supervisor;""
"CAM53";2014-03-08;1.50;;CtrVol;""
"HAL49";2014-03-08;5.50;;CtrVol;""
"AAS47";2014-03-08;4.00;;OfficeAdmin;""
"PLE17";2014-03-08;4.00;;CtrVol;""
"GON27";2014-03-08;3.50;;CtrVol;""
"MCA10";2014-03-08;4.00;;CtrVol;""
"HOL88";2014-03-08;5.00;;CtrVol;""
"DUM40";2014-03-08;5.00;;CtrVol;""
"BOC18";2014-03-08;4.00;;OfficeAdmin;""
"DAL53";2014-03-08;4.50;;CtrVol;""
"PIN75";2014-03-08;4.00;;CtrVol;""
"MCA10";2014-03-08;0.50;13;Transporter;""
"ALV34";2014-03-09;10.00;;Supervisor;""
"ALV34";2014-03-09;1.50;;CtrVol;""
"DIL82";2014-03-09;8.00;;CtrVol;""
"OWE55";2014-03-09;4.50;;CtrVol;""
"MEY56";2014-03-09;4.50;;CtrVol;""
"GRA10";2014-03-09;4.00;;OfficeAdmin;""
"BAK56";2014-03-09;12.00;;CtrVol;""
"THA32";2014-03-09;4.00;;CtrVol;""
"TOD12";2014-03-09;4.00;;CtrVol;""
"WOL37";2014-03-09;4.50;;CtrVol;""
"WIN11";2014-03-09;4.50;;CtrVol;""
"WRI16";2014-03-09;1.50;;Transporter;""
"ALV34";2014-03-10;10.00;;Supervisor;""
"ALV34";2014-03-10;1.00;;CtrVol;""
"DIL82";2014-03-10;4.00;;CtrVol;""
"CHR16A";2014-03-10;4.00;;CtrVol;""
"CLA23";2014-03-10;4.00;;CtrVol;""
"COR77";2014-03-10;5.00;;OfficeAdmin;""
"KRI16";2014-03-10;6.00;;CtrVol;""
"LAM99";2014-03-10;1.00;;CtrVol;""
"DUM40";2014-03-10;7.50;;CtrVol;""
"REN13";2014-03-10;7.00;;CtrVol;""
"HER74";2014-03-10;6.00;;CtrVol;""
"POO20";2014-03-10;4.00;;CtrVol;""
"GON27";2014-03-10;2.00;;CtrVol;""
"FLA24";2014-03-10;1.50;;CtrVol;""
"DUN13";2014-03-10;1.50;;CtrVol;""
"DUN13";2014-03-11;5.00;;Supervisor;""
"DUM40";2014-03-11;5.00;;Supervisor;""
"LOW16";2014-03-11;4.00;;CtrVol;""
"PAV20";2014-03-11;4.00;;CtrVol;""
"AIE30";2014-03-11;8.00;;CtrVol;""
"FLA24";2014-03-11;4.00;;CtrVol;""
"CAM53";2014-03-11;4.00;;CtrVol;""
"HAR21";2014-03-11;4.00;;OfficeAdmin;""
"HEN26";2014-03-11;4.00;;CtrVol;""
"KUN58";2014-03-11;2.00;;CtrVol;""
"LAR33";2014-03-11;4.00;;CtrVol;""
"HAR21A";2014-03-11;4.00;;CtrVol;""
"CRO13";2014-03-11;7.00;;Committee;""
"DIL82";2014-03-11;4.50;;CtrVol;""
"HAR21A";2014-03-01;1.50;;Other;"Capture & Handling"
"GUI10A";2014-03-01;1.50;;Other;"Capture & Handling"
"LOW16";2014-03-01;1.50;;Other;"Capture & Handling"
"PLE17";2014-03-01;1.50;;Other;"Capture & Handling"
"GAR11A";2014-03-01;1.50;;Other;"Capture & Handling"
"LOW16A";2014-03-01;1.50;;Other;"Capture & Handling"
"WRI15";2014-03-01;1.50;;Other;"Capture & Handling"
"KRI16";2014-03-01;1.50;;Other;"Capture & Handling"
"BRO53";2014-03-01;1.50;;Other;"Capture & Handling"
"BEL60";2014-03-01;1.50;;Other;"Capture & Handling"
"BOL35";2014-03-06;1.50;;Other;"Capture & Handling"
"LAM99";2014-03-06;1.50;;Other;"Capture & Handling"
"GRO10B";2014-03-06;1.50;;Other;"Capture & Handling"
"SIN60";2014-03-06;1.50;;Other;"Capture & Handling"
"GRA10";2014-03-06;1.50;;Other;"Capture & Handling"
"CZE33";2014-03-06;1.50;;Other;"Capture & Handling"
"DIL82";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"LOW16";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"MEY56";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"MUE17";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"LAM99";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"PLE17";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"NEL23";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"FLA24";2014-02-12;1.50;;Other;"Avian Lab Procedures"
"RAN17";2014-02-21;2.00;;CtrVol;""
"RAN17";2014-03-08;5.00;;CtrVol;""
"DUN13";2014-03-12;10.00;;Supervisor;""
"DUN13";2014-03-12;0.50;;CtrVol;""
"LAR33";2014-03-12;4.00;;CtrVol;""
"COR77";2014-03-12;8.00;;OfficeAdmin;""
"FEI11";2014-03-12;4.00;;CtrVol;""
"HEN85";2014-03-12;3.00;;CtrVol;""
"AIE30";2014-03-12;4.00;;CtrVol;""
"CHE28";2014-03-12;3.50;;CtrVol;""
"CHE28A";2014-03-12;3.50;;CtrVol;""
"HUD47";2014-03-12;3.50;;CtrVol;""
"LAM99";2014-03-12;5.50;;CtrVol;""
"CHE28";2014-03-12;0.50;30;Transporter;""
"FLA24";2014-03-13;5.00;;Supervisor;""
"FLA24";2014-03-13;1.50;;CtrVol;""
"DUM40";2014-03-13;5.00;;Supervisor;""
"KRI16";2014-03-13;4.00;;CtrVol;""
"CHR16A";2014-03-13;4.00;;CtrVol;""
"BRO53";2014-03-13;4.00;;CtrVol;""
"DUM40";2014-03-13;4.00;;CtrVol;""
"RAN17";2014-03-13;4.00;;CtrVol;""
"COR77";2014-03-13;5.00;;OfficeAdmin;""
"SCO71";2014-03-13;2.00;;OfficeAdmin;""
"AIE30";2014-03-13;8.00;;CtrVol;""
"LAM99";2014-03-13;4.00;;CtrVol;""
"CAM53";2014-03-13;1.50;;CtrVol;""
"HAM23";2014-03-13;4.00;;CtrVol;""
"CAM53";2014-03-14;10.00;;Supervisor;""
"CAM53";2014-03-14;0.50;;CtrVol;""
"WOL15";2014-03-14;4.00;;CtrVol;""
"DUM40";2014-03-14;4.00;;CtrVol;""
"REN13";2014-03-14;8.00;;CtrVol;""
"MCC15A";2014-03-14;5.00;;CtrVol;""
"DOR16";2014-03-14;4.00;;OfficeAdmin;""
"MAX12";2014-03-14;4.00;;CtrVol;""
"GON27";2014-03-14;3.50;;CtrVol;""
"BOL35";2014-03-14;3.50;;CtrVol;""
"CHA33";2014-03-14;4.00;;CtrVol;""
"CAM53";2014-03-15;10.00;;Supervisor;""
"CAM53";2014-03-15;1.00;;CtrVol;""
"HAL49";2014-03-15;4.00;;CtrVol;""
"AAS47";2014-03-15;4.00;;OfficeAdmin;""
"WIN11";2014-03-15;2.50;;CtrVol;""
"KUN58";2014-03-15;1.50;;CtrVol;""
"HOL88";2014-03-15;4.00;;CtrVol;""
"MCA10";2014-03-15;4.00;;CtrVol;""
"PLE17";2014-03-15;4.00;;CtrVol;""
"BOC18";2014-03-15;4.00;;CtrVol;""
"NEL30A";2014-03-15;4.00;;CtrVol;""
"DUM40";2014-03-16;10.00;;Supervisor;""
"DIL82";2014-03-16;5.50;;CtrVol;""
"OWE55";2014-03-16;4.00;;CtrVol;""
"MEY56";2014-03-16;4.00;;CtrVol;""
"GRA10";2014-03-16;4.00;;OfficeAdmin;""
"THA32";2014-03-16;5.00;;CtrVol;""
"BAK56";2014-03-16;8.00;;CtrVol;""
"WOL37";2014-03-16;3.00;;CtrVol;""
"ALV34";2014-03-17;10.00;;Supervisor;""
"ALV34";2014-03-17;2.00;;CtrVol;""
"DIL82";2014-03-17;12.00;;CtrVol;""
"LAR33";2014-03-17;4.50;;CtrVol;""
"CHR16A";2014-03-17;5.50;;CtrVol;""
"FLA24";2014-03-17;1.50;;CtrVol;""
"CAM53";2014-03-17;1.50;;CtrVol;""
"COR77";2014-03-17;5.00;;OfficeAdmin;""
"AIE30";2014-03-17;4.00;;CtrVol;""
"GON27";2014-03-17;4.00;;CtrVol;""
"PEA97";2014-03-17;1.50;65;Transporter;""
"DUN13";2014-03-18;5.00;;Supervisor;""
"ALV34";2014-03-18;5.00;;Supervisor;""
"ALV34";2014-03-18;6.00;;CtrVol;""
"LOW16";2014-03-18;4.00;;CtrVol;""
"LOW16A";2014-03-18;4.00;;CtrVol;""
"AIE30";2014-03-18;8.00;;CtrVol;""
"HAR21";2014-03-18;4.00;;OfficeAdmin;""
"HEN26";2014-03-18;4.00;;CtrVol;""
"KUN58";2014-03-18;2.50;;CtrVol;""
"HAM23";2014-03-18;4.00;;CtrVol;""
"RAN17";2014-03-18;4.00;;CtrVol;""
"HAR21A";2014-03-18;4.00;;CtrVol;""
"WIN11";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"STE81";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"WHI39";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"MAR43";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"JOH17A";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"CLA23";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"DUN13";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"CAM53";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"FAY11";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"WOL37";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"THO31";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"FLA24";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"GRI23";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"LAR33";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"COO35";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"ROB27";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"MUE17";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"NEL23";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"LAM99";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"BAK56";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"MCD21";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"COR77";2014-03-18;1.50;;Other;"Home Rehab Meeting"
"PIN75";2014-03-15;3.50;;CtrVol;""
"BAK56";2014-03-15;8.50;;CtrVol;""
"STO86";2014-03-15;2.00;;CtrVol;""
"DUN13";2014-03-19;10.00;;Supervisor;""
"DUN13";2014-03-19;1.00;;CtrVol;""
"CLA23";2014-03-19;4.00;;CtrVol;""
"HEN85";2014-03-19;4.00;;CtrVol;""
"COR77";2014-03-19;4.50;;OfficeAdmin;""
"CAM53";2014-03-19;1.50;;CtrVol;""
"FLA24";2014-03-19;1.50;;CtrVol;""
"FEI11";2014-03-19;4.00;;CtrVol;""
"AIE30";2014-03-19;4.00;;CtrVol;""
"ALV34";2014-03-19;3.50;;CtrVol;""
"CHE28";2014-03-19;4.00;;CtrVol;""
"CHE28A";2014-03-19;4.00;;CtrVol;""
"HUD47";2014-03-19;4.00;;CtrVol;""
"CRO13";2014-03-19;1.50;;Committee;""
"VEN15";2014-03-19;17.00;;Committee;""
"CRO13";2014-03-21;12.00;;Other;"Board, Committee business, WIW, Facebook"
"CRO13";2014-03-21;8.00;;Event;"WIW"
"CRO13";2014-03-23;3.00;;Committee;""
"FLA24";2014-03-20;5.00;;Supervisor;""
"ALV34";2014-03-20;5.00;;Supervisor;""
"ALV34";2014-03-20;0.50;;CtrVol;""
"AIE30";2014-03-20;8.00;;CtrVol;""
"CHR16A";2014-03-20;6.50;;CtrVol;""
"SUT12";2014-03-20;3.00;;CtrVol;""
"COR77";2014-03-20;4.00;;OfficeAdmin;""
"DIL82";2014-03-20;6.00;;CtrVol;""
"SCO71";2014-03-20;1.50;;OfficeAdmin;""
"VEN15";2014-03-20;6.00;;Committee;""
"THA32";2014-03-20;4.00;;CtrVol;""
"OWE55";2014-03-20;3.00;;CtrVol;""
"HEN85";2014-03-20;2.00;78;Transporter;""
"CAM53";2014-03-21;10.00;;Supervisor;""
"CAM53";2014-03-21;1.50;;CtrVol;""
"JOH17A";2014-03-21;4.00;;CtrVol;""
"RAN17";2014-03-21;4.00;;CtrVol;""
"REN13";2014-03-21;8.00;;CtrVol;""
"DOR16";2014-03-21;4.00;;CtrVol;""
"MCC15A";2014-03-21;3.00;;CtrVol;""
"BOL35";2014-03-21;4.00;;CtrVol;""
"GON27";2014-03-21;4.00;;CtrVol;""
"CHA33";2014-03-21;1.00;33;Transporter;""
"PEA97";2014-03-21;1.00;60;Transporter;""
"JOH17A";2014-03-22;10.00;;Supervisor;""
"JOH17A";2014-03-22;1.50;;CtrVol;""
"HAL49";2014-03-22;3.50;;CtrVol;""
"GON27";2014-03-22;3.00;;CtrVol;""
"AAS47";2014-03-22;4.00;;OfficeAdmin;""
"PLE17";2014-03-22;4.00;;CtrVol;""
"PAR73";2014-03-22;4.00;;CtrVol;""
"MCA10";2014-03-22;4.00;;CtrVol;""
"PER17";2014-03-22;2.00;;Committee;""
"DAL53";2014-03-22;5.00;;CtrVol;""
"BAK56";2014-03-22;4.00;;CtrVol;""
"BAC69A";2014-03-22;2.00;60;Transporter;""
"ALV34";2014-03-23;10.00;;Supervisor;""
"ALV34";2014-03-23;0.75;;CtrVol;""
"MEY56";2014-03-23;5.50;;CtrVol;""
"MAX12";2014-03-23;4.00;;CtrVol;""
"DIL82";2014-03-23;4.00;;CtrVol;""
"GRA10";2014-03-23;4.00;;CtrVol;""
"THA32";2014-03-23;4.00;;CtrVol;""
"TOD12";2014-03-23;4.00;;CtrVol;""
"WIN11";2014-03-23;5.00;;CtrVol;""
"BAK56";2014-03-23;9.00;;CtrVol;""
"WOL37";2014-03-23;4.00;;CtrVol;""
"STO86";2014-03-23;7.00;;CtrVol;""
"WRI16";2014-03-23;1.50;68;Transporter;""
"LAR33";2014-03-23;1.50;85;Transporter;""
"TOD17";2014-03-22;11.50;;CtrVol;""
"ALV34";2014-03-24;10.00;;Supervisor;""
"ALV34";2014-03-24;2.00;;CtrVol;""
"DIL82";2014-03-24;8.00;;CtrVol;""
"LAM99";2014-03-24;5.00;;CtrVol;""
"LAR33";2014-03-24;4.00;;CtrVol;""
"CAM53";2014-03-24;2.00;;CtrVol;""
"COR77";2014-03-24;6.00;;OfficeAdmin;""
"DUM40";2014-03-24;10.50;;CtrVol;""
"HER74";2014-03-24;5.50;;CtrVol;""
"REN13";2014-03-24;7.50;;CtrVol;""
"GON27";2014-03-24;3.00;;CtrVol;""
"PEA97";2014-03-24;1.50;80;Transporter;""
"HER74";2014-03-24;1.00;50;Transporter;""
"DUN13";2014-03-25;5.00;;Supervisor;""
"DUM40";2014-03-25;5.00;;Supervisor;""
"PAV20";2014-03-25;4.00;;CtrVol;""
"HAR21";2014-03-25;5.00;;OfficeAdmin;""
"HEN26";2014-03-25;4.50;;CtrVol;""
"PIN75";2014-03-25;4.00;;CtrVol;""
"LAR33";2014-03-25;4.00;;CtrVol;""
"RAN17";2014-03-25;4.00;;CtrVol;""
"HAR21A";2014-03-25;5.00;;CtrVol;""
"REN13";2014-03-25;7.00;;CtrVol;""
"BUC95";2014-03-25;1.00;45;Transporter;""
"DUN13";2014-03-26;10.00;;Supervisor;""
"DUN13";2014-03-26;1.00;;CtrVol;""
"CAI58";2014-03-26;4.50;;CtrVol;""
"CLA23";2014-03-26;4.50;;CtrVol;""
"HEN85";2014-03-26;4.00;;CtrVol;""
"CAM53";2014-03-26;2.50;;CtrVol;""
"FLA24";2014-03-26;2.50;;CtrVol;""
"COR77";2014-03-26;4.00;;OfficeAdmin;""
"KRI16";2014-03-26;4.00;;CtrVol;""
"FEI11";2014-03-26;3.50;;CtrVol;""
"AIE30";2014-03-26;4.00;;CtrVol;""
"CHE28";2014-03-26;4.50;;CtrVol;""
"CHE28A";2014-03-26;4.50;;CtrVol;""
"HUD47";2014-03-26;4.00;;CtrVol;""
"CAM53";2014-03-26;0.50;;Transporter;""
"CAM53";2014-03-27;5.00;;Supervisor;""
"DUM40";2014-03-27;5.00;;Supervisor;""
"BRO53";2014-03-27;4.00;;CtrVol;""
"CHR16A";2014-03-27;4.00;;CtrVol;""
"DUM40";2014-03-27;4.00;;CtrVol;""
"REE60A";2014-03-27;4.00;;CtrVol;""
"ABR89";2014-03-27;4.00;;CtrVol;""
"COR77";2014-03-27;8.00;;OfficeAdmin;""
"LAN19";2014-03-27;3.00;;CtrVol;""
"SCO71";2014-03-27;1.00;;OfficeAdmin;""
"WRI15";2014-03-27;8.00;;CtrVol;""
"AIE30";2014-03-27;8.00;;CtrVol;""
"THA32";2014-03-27;3.00;;CtrVol;""
"DIL82";2014-03-27;9.00;;CtrVol;""
"CAS19";2014-03-27;3.00;;OfficeAdmin;""
"VEN15";2014-03-27;11.00;;Committee;""
"DUN13";2014-03-27;2.00;;Committee;""
"CAM53";2014-03-27;2.00;;Committee;""
"DIL82";2014-03-27;2.00;;Committee;""
"COR77";2014-03-27;1.50;;Committee;""
"ALV34";2014-03-27;2.00;;Committee;""
"ALV34A";2014-03-27;2.00;;Committee;""
"STO86";2014-03-27;2.50;;Committee;""
"CRO13";2014-03-27;2.50;;Committee;""
"FLA24";2014-03-27;2.00;;Committee;""
"DUM40";2014-03-27;2.00;;Committee;""
"CRO13";2014-03-29;8.00;;Event;""
"CRO13";2014-03-30;5.00;;Event;""
"STO86";2014-03-27;5.00;;Event;"Created, printed, folded, and stapled WiW event booklets"
"DUN13";2014-03-31;3.00;42;Other;"Ed. animals at WIW"
"DUN13";2014-03-24;3.00;42;Other;"Ed presentation for SLO Parks & Rec"
"CAM53";2014-03-28;10.00;;Supervisor;""
"CAM53";2014-03-28;2.00;;CtrVol;""
"RAN17";2014-03-28;4.00;;CtrVol;""
"REN13";2014-03-28;6.00;;CtrVol;""
"DOR16";2014-03-28;4.00;;OfficeAdmin;""
"WRI15";2014-03-28;9.00;;CtrVol;""
"MCC15A";2014-03-28;4.00;;CtrVol;""
"DUM40";2014-03-28;10.00;;CtrVol;""
"CAM53";2014-03-29;10.00;;Supervisor;""
"CAM53";2014-03-29;1.00;;CtrVol;""
"HAL49";2014-03-29;4.00;;CtrVol;""
"DUM40";2014-03-29;4.00;;CtrVol;""
"SIN38";2014-03-29;4.00;;CtrVol;""
"DAV71";2014-03-29;4.00;;CtrVol;""
"PLE17";2014-03-29;4.00;;CtrVol;""
"AAS47";2014-03-29;2.00;;OfficeAdmin;""
"CHA18B";2014-03-29;1.00;;CtrVol;""
"HOL88";2014-03-29;4.00;;CtrVol;""
"BRO13";2014-03-29;4.00;;CtrVol;""
"DUM40";2014-03-29;4.00;;CtrVol;""
"MCC20";2014-03-29;4.00;;CtrVol;""
"DAL53";2014-03-29;4.00;;CtrVol;""
"PIN75";2014-03-29;4.00;;CtrVol;""
"ALV34";2014-03-30;10.00;;Supervisor;""
"ALV34";2014-03-30;0.50;;CtrVol;""
"DIL82";2014-03-30;4.50;;CtrVol;""
"WRI15";2014-03-30;7.00;;CtrVol;""
"LAM99";2014-03-30;4.00;;CtrVol;""
"GRA10";2014-03-30;4.00;;CtrVol;""
"TOD12";2014-03-30;4.00;;CtrVol;""
"WOL37";2014-03-30;3.50;;CtrVol;""
"CRO13";2014-03-31;4.00;;Committee;""
"CRO13";2014-04-01;5.00;;Committee;""
"ALV34";2014-03-31;10.00;;Supervisor;""
"ALV34";2014-03-31;2.00;;CtrVol;""
"DIL82";2014-03-31;4.50;;CtrVol;""
"LAR33";2014-03-31;4.00;;CtrVol;""
"WRI15";2014-03-31;6.00;;CtrVol;""
"CHR16A";2014-03-31;4.50;;CtrVol;""
"CAM53";2014-03-31;2.00;;CtrVol;""
"COR77";2014-03-31;4.50;;OfficeAdmin;""
"KOC11";2014-03-31;4.00;;CtrVol;""
"HER74";2014-03-31;5.00;;CtrVol;""
"GAR35";2014-03-31;2.50;;OfficeAdmin;""
"DUM40";2014-03-31;4.50;;CtrVol;""
"STR20A";2014-03-31;1.50;41;Transporter;""
"DIL82";2014-03-31;3.50;150;Transporter;""
"DUN13";2014-04-01;5.00;;Supervisor;""
"DUN13";2014-04-01;0.50;;CtrVol;""
"ALV34";2014-04-01;5.00;;Supervisor;""
"ALV34";2014-04-01;0.45;;CtrVol;""
"LOW16";2014-04-01;4.00;;CtrVol;""
"LOW16A";2014-04-01;4.00;;CtrVol;""
"WRI15";2014-04-01;7.00;;CtrVol;""
"HAR21";2014-04-01;4.00;;OfficeAdmin;""
"HEN26";2014-04-01;3.00;;CtrVol;""
"KUN58";2014-04-01;2.50;;CtrVol;""
"LAR33";2014-04-01;3.50;;CtrVol;""
"RAN17";2014-04-01;3.50;;CtrVol;""
"WRI16";2014-04-01;1.50;63;Transporter;""
"DUN13";2014-04-02;10.00;;Supervisor;""
"DUN13";2014-04-02;0.50;;CtrVol;""
"CAI58";2014-04-02;4.00;;CtrVol;""
"CLA23";2014-04-02;4.00;;CtrVol;""
"COR77";2014-04-02;5.50;;OfficeAdmin;""
"HEN85";2014-04-02;4.00;;CtrVol;""
"CHA18B";2014-04-02;1.00;;CtrVol;""
"FEI11";2014-04-02;4.00;;CtrVol;""
"KRI16";2014-04-02;4.00;;CtrVol;""
"AIE30";2014-04-02;4.00;;CtrVol;""
"CHE28";2014-04-02;4.00;;CtrVol;""
"CHE28A";2014-04-02;4.00;;CtrVol;""
"GUI10A";2014-04-02;2.50;65;Transporter;""
"GUI10A";2014-04-02;1.50;55;Transporter;""
"BAK56";2014-04-02;5.00;;CtrVol;""
"BAK56";2014-02-28;15.00;;Other;"Fundraising"
"BAK56";2014-03-18;15.00;;Committee;"Fundraising"
"BAK56";2014-03-31;24.00;;Other;"WIW"
"NIC76";2014-03-30;1.00;;Other;"WIW6"
"STO86";2014-03-30;2.25;;Other;"WIW6"
"DIL82";2014-03-30;4.00;;Other;"WIW6"
"DUN13";2014-03-30;2.00;;Other;"WIW6"
"BAK56";2014-03-30;8.00;;Other;"WIW6"
"BAK56";2014-03-31;2.00;;Other;"WIW6"
"BAK56";2014-04-01;1.50;;Other;"1.5"
"GHI16";2014-03-30;4.00;;Other;"WIW6"
"CRO13";2014-04-03;5.00;;Committee;""
"CRO13";2014-04-04;4.00;;Committee;""
"CRO13";2014-04-05;5.00;;Committee;""
"WRI16";2014-03-01;5.00;;PhoneVol;""
"BOB49";2014-03-01;22.00;;PhoneVol;""
"DUC17A";2014-03-01;16.00;;PhoneVol;""
"SCH15B";2014-03-01;12.00;;PhoneVol;""
"GRO10B";2014-03-01;23.50;;PhoneVol;""
"TAL19";2014-03-01;19.00;;PhoneVol;""
"KEL92";2014-03-01;13.00;;PhoneVol;""
"UDO16";2014-03-01;10.00;;PhoneVol;""
"CLA23";2014-03-01;10.00;;PhoneVol;""
"PAR63";2014-03-01;12.00;;PhoneVol;""
"GAM15";2014-03-01;6.00;;PhoneVol;""
"WAD81";2014-03-01;8.00;;PhoneVol;""
"CHE28";2014-03-01;7.00;;PhoneVol;""
"BEC93";2014-03-01;12.00;;PhoneVol;""
"JAC64";2014-03-01;12.00;;PhoneVol;""
"KRA24";2014-03-01;3.00;;PhoneVol;""
"WHI39";2014-03-01;20.00;;PhoneVol;""
"MAR43";2014-03-01;12.00;;PhoneVol;""
"NIC14";2014-03-01;10.00;;PhoneVol;""
"GAU91";2014-03-01;24.00;;PhoneVol;""
"PRI20";2014-03-01;10.00;;PhoneVol;""
"BAK56";2014-03-01;12.00;;PhoneVol;""
"GAR11";2014-03-01;16.00;;PhoneVol;""
"GAR11A";2014-03-01;4.00;;PhoneVol;""
"TEP19";2014-03-01;17.50;;PhoneVol;""
"LAG88";2014-03-01;12.00;;PhoneVol;""
"BUC95";2014-03-01;10.00;;PhoneVol;""
"LAR33";2014-03-01;3.00;;PhoneVol;""
"GAR11";2014-03-01;32.00;;PhoneVol;"admin time"
"GAR11A";2014-03-01;16.00;;Transporter;"admin time"
"SMI14";2014-03-28;4.00;;CtrVol;""
"DUM40";2014-04-03;10.00;;Supervisor;""
"BRO53";2014-04-03;4.00;;CtrVol;""
"AIE30";2014-04-03;8.00;;CtrVol;""
"CHR16A";2014-04-03;4.00;;CtrVol;""
"SUT12";2014-04-03;3.00;;CtrVol;""
"REE60A";2014-04-03;1.50;;CtrVol;""
"SCO71";2014-04-03;1.00;;OfficeAdmin;""
"COR77";2014-04-03;6.00;;OfficeAdmin;""
"WRI15";2014-04-03;5.00;;CtrVol;""
"CAM53";2014-04-03;2.50;;CtrVol;""
"FLA24";2014-04-03;2.50;;CtrVol;""
"LAM99";2014-04-03;4.00;;CtrVol;""
