MCID;SvcDate;SvcTime;Mileage;Category;Notes
"VEN15";2014-04-03;10.00;;Committee;""
"HAM23";2014-04-03;4.00;;CtrVol;""
"THA32";2014-04-03;4.00;;CtrVol;""
"DUN13";2014-04-08;5.00;;Supervisor;""
"CAM53";2014-04-08;5.00;;Supervisor;""
"CAM53";2014-04-08;2.00;;CtrVol;""
"BOL35";2014-04-08;4.00;;CtrVol;""
"LOW16";2014-04-08;4.00;;CtrVol;""
"LOW16A";2014-04-08;4.00;;CtrVol;""
"HAR21";2014-04-08;4.00;;OfficeAdmin;""
"HEN26";2014-04-08;4.00;;CtrVol;""
"BRO13";2014-04-08;3.00;;CtrVol;""
"RAN17";2014-04-08;5.00;;CtrVol;""
"DUN13";2014-04-08;2.50;;Committee;""
"DIL82";2014-04-08;3.00;;Committee;""
"PER17";2014-04-08;3.50;;Committee;""
"WAD81";2014-04-08;2.50;;Committee;""
"CRO13";2014-04-08;3.50;;Committee;""
"STO86";2014-04-08;3.00;;Committee;""
"DUC17A";2014-04-08;2.50;;Committee;""
"BAK56";2014-04-08;4.50;;Committee;""
"ALV34";2014-04-07;5.00;;Supervisor;""
"CAM53";2014-04-07;5.00;;Supervisor;""
"CAM53";2014-04-07;1.50;;CtrVol;""
"DIL82";2014-04-07;6.00;;CtrVol;""
"CHR16A";2014-04-07;5.00;;CtrVol;""
"FLA24";2014-04-07;2.00;;CtrVol;""
"CAM53";2014-04-07;4.00;;CtrVol;""
"LAM99";2014-04-07;5.00;;CtrVol;""
"DET19";2014-04-07;3.00;;CtrVol;""
"LAR33";2014-04-07;7.00;;CtrVol;""
"SMI14";2014-04-07;4.00;;CtrVol;""
"ALV34";2014-04-07;2.00;;CtrVol;""
"ALV34";2014-04-06;10.00;;Supervisor;""
"ALV34";2014-04-06;1.00;;CtrVol;""
"DIL82";2014-04-06;5.50;;CtrVol;""
"OWE55";2014-04-06;4.00;;CtrVol;""
"MEY56";2014-04-06;4.00;;CtrVol;""
"GRA10";2014-04-06;4.00;;CtrVol;""
"THA32";2014-04-06;4.00;;CtrVol;""
"TOD12";2014-04-06;4.00;;CtrVol;""
"ABR89";2014-04-06;4.00;;CtrVol;""
"GAR35";2014-04-06;4.00;;OfficeAdmin;""
"WOL37";2014-04-06;4.00;;CtrVol;""
"PER17";2014-04-06;3.00;;Committee;""
"BAK56";2014-04-06;12.00;;CtrVol;""
"CAM53";2014-04-05;10.00;;Supervisor;""
"CAM53";2014-04-05;1.50;;CtrVol;""
"SIN38";2014-04-06;4.00;;CtrVol;""
"DAV71";2014-04-06;4.00;;CtrVol;""
"HAL49";2014-04-06;4.00;;CtrVol;""
"AAS47";2014-04-06;4.50;;OfficeAdmin;""
"BRI25A";2014-04-06;5.00;;CtrVol;""
"MCA10";2014-04-06;4.00;;CtrVol;""
"HOL88";2014-04-06;4.00;;CtrVol;""
"CHA18B";2014-04-06;1.00;;CtrVol;""
"BOC18";2014-04-06;4.00;;OfficeAdmin;""
"DAL53";2014-04-06;4.00;;CtrVol;""
"PIN75";2014-04-06;4.00;;CtrVol;""
"NEL30A";2014-04-06;4.00;;CtrVol;""
"LAR33";2014-04-06;4.00;;CtrVol;""
"PER17";2014-04-06;3.00;;Committee;""
"CAM53";2014-04-04;10.00;;Supervisor;""
"CAM53";2014-04-04;1.50;;CtrVol;""
"WRI15";2014-04-04;8.00;;CtrVol;""
"SMI14";2014-04-04;4.00;;CtrVol;""
"NEL30A";2014-04-04;4.00;;CtrVol;""
"RAN17";2014-04-04;4.00;;CtrVol;""
"DOR16";2014-04-04;4.00;;OfficeAdmin;""
"MCC15A";2014-04-04;4.00;;CtrVol;""
"CHE28";2014-04-04;5.00;;CtrVol;""
"DIL82";2014-04-04;4.00;;CtrVol;""
"VEN15";2014-04-04;4.00;;Committee;""
"CAS19";2014-04-04;3.00;;OfficeAdmin;""
"PAV20";2014-04-04;4.50;;CtrVol;""
"CHA33";2014-04-04;4.50;;CtrVol;""
"GON27";2014-04-04;4.50;;CtrVol;""
"PER17";2014-04-04;2.00;;Committee;""
"LAR33";2014-04-04;1.50;84;Transporter;""
"DUN13";2014-04-09;10.00;;Supervisor;""
"DUN13";2014-04-09;1.50;;CtrVol;""
"CAI58";2014-04-09;5.00;;CtrVol;""
"CLA23";2014-04-09;5.00;;CtrVol;""
"CAM53";2014-04-09;2.50;;CtrVol;""
"FLA24";2014-04-09;2.50;;CtrVol;""
"COR77";2014-04-09;4.50;;OfficeAdmin;""
"KRI16";2014-04-09;4.00;;CtrVol;""
"FEI11";2014-04-09;4.00;;CtrVol;""
"CHE28";2014-04-09;4.50;;CtrVol;""
"GRE17";2014-03-29;4.00;;CtrVol;""
"GRE17";2014-04-04;4.00;;CtrVol;""
"CAM53";2014-04-10;10.00;;Supervisor;""
"CHR16A";2014-04-10;4.00;;CtrVol;""
"BRO53";2014-04-10;4.00;;CtrVol;""
"AIE30";2014-04-10;5.00;;CtrVol;""
"SUT12";2014-04-10;3.00;;CtrVol;""
"COR77";2014-04-10;4.00;;OfficeAdmin;""
"SCO71";2014-04-10;1.50;;OfficeAdmin;""
"LAR33";2014-04-10;4.00;;CtrVol;""
"CHE28";2014-04-10;4.00;;CtrVol;""
"DUN13";2014-04-10;1.00;;CtrVol;""
"HAM23";2014-04-10;3.00;;CtrVol;""
"GRE17";2014-04-10;3.00;;CtrVol;""
"THA32";2014-04-10;3.00;;CtrVol;""
"SMI14";2014-04-11;4.00;;CtrVol;""
"ABR89";2014-04-11;4.00;;CtrVol;""
"DOR16";2014-04-11;4.00;;OfficeAdmin;""
"NEL30A";2014-04-11;4.00;;CtrVol;""
"RAN17";2014-04-11;4.00;;CtrVol;""
"CAS19";2014-04-11;3.00;;OfficeAdmin;""
"CHA33";2014-04-11;4.00;;CtrVol;""
"GON27";2014-04-11;3.00;;CtrVol;""
"sch01";2014-04-11;3.00;50;Transporter;""
"CAM53";2014-04-12;10.00;;Supervisor;""
"CAM53";2014-04-12;1.50;;CtrVol;""
"GON27";2014-04-12;3.50;;CtrVol;""
"SIN38";2014-04-12;4.00;;CtrVol;""
"DAV71";2014-04-12;4.00;;CtrVol;""
"PLE17";2014-04-12;4.00;;CtrVol;""
"MCA10";2014-04-12;4.00;;CtrVol;""
"HOL88";2014-04-12;4.00;;CtrVol;""
"PIN75";2014-04-12;6.00;;CtrVol;""
"NEL30A";2014-04-12;4.00;;CtrVol;""
"STO86";2014-04-12;2.00;45;Transporter;""
"ALV34";2014-04-13;10.00;;Supervisor;""
"ALV34";2014-04-13;1.00;;CtrVol;""
"DIL82";2014-04-13;9.00;;CtrVol;""
"MEY56";2014-04-13;4.00;;CtrVol;""
"OWE55";2014-04-13;4.00;;CtrVol;""
"BRI25A";2014-04-13;3.00;;CtrVol;""
"GRA10";2014-04-13;4.50;;OfficeAdmin;""
"PIN75";2014-04-13;4.00;;CtrVol;""
"GAR35";2014-04-13;4.00;;OfficeAdmin;""
"WOL37";2014-04-13;4.00;;CtrVol;""
"BAK56";2014-04-13;12.50;;CtrVol;""
"WRI16";2014-04-13;1.50;61;Transporter;""
"ALV34";2014-04-14;5.00;;Supervisor;""
"CAM53";2014-04-04;5.00;;Supervisor;""
"CAM53";2014-04-14;1.50;;CtrVol;""
"DIL82";2014-04-14;8.00;;CtrVol;""
"COR77";2014-04-14;5.00;;OfficeAdmin;""
"CHR16A";2014-04-14;4.50;;CtrVol;""
"LAR33";2014-04-14;8.00;;CtrVol;""
"SMI14";2014-04-14;4.50;;CtrVol;""
"DUN13";2014-04-15;5.00;;Supervisor;""
"CAM53";2014-04-15;5.00;;Supervisor;""
"CAM53";2014-04-15;1.50;;CtrVol;""
"LOW16";2014-04-15;4.00;;CtrVol;""
"LOW16A";2014-04-15;4.00;;CtrVol;""
"BOL35";2014-04-15;3.00;;CtrVol;""
"HAR21";2014-04-15;3.00;;OfficeAdmin;""
"HEN26";2014-04-15;4.50;;CtrVol;""
"CHE28";2014-04-15;3.50;;CtrVol;""
"RAN17";2014-04-15;4.00;;CtrVol;""
"HAR21A";2014-04-15;4.50;;CtrVol;""
"PER17";2014-04-15;3.00;;Committee;""
"WRI16";2014-04-15;2.50;80;Transporter;""
"DUN13";2014-04-16;10.00;;Supervisor;""
"DUN13";2014-04-16;0.75;;CtrVol;""
"CAI58";2014-04-16;5.00;;CtrVol;""
"FLA24";2014-04-16;2.00;;CtrVol;""
"CAM53";2014-04-16;2.00;;CtrVol;""
"COR77";2014-04-16;7.00;;OfficeAdmin;""
"FEI11";2014-04-16;3.50;;CtrVol;""
"KRI16";2014-04-16;4.00;;CtrVol;""
"LAR33";2014-04-16;5.50;;CtrVol;""
"DIL82";2014-04-16;1.00;;CtrVol;""
"CHE28";2014-04-16;4.00;;CtrVol;""
"CHE28";2014-04-16;4.00;;CtrVol;""
"HUD47";2014-04-16;4.00;;CtrVol;""
"AIE30";2014-04-16;4.00;;CtrVol;""
"CRO13";2014-04-16;2.00;;Committee;""
"VEN15";2014-04-16;6.50;;Committee;""
"DIL82";2014-04-16;0.50;16;Transporter;""
"GUI10A";2014-04-16;2.50;75;Transporter;""
"DUN13";2014-04-17;2.00;;Other;"arranging and coordinating educational
appearances/events  "
"DUN13";2014-04-19;1.00;;Other;"working with ed. animals, cleaning cages"
"DUM40";2014-04-17;10.00;;Supervisor;""
"BRO53";2014-04-17;4.00;;CtrVol;""
"AIE30";2014-04-17;8.00;;CtrVol;""
"CHR16A";2014-04-17;4.50;;CtrVol;""
"SUT12";2014-04-17;3.00;;CtrVol;""
"COR77";2014-04-17;6.50;;OfficeAdmin;""
"SCO71";2014-04-17;2.00;;OfficeAdmin;""
"LAN19";2014-04-17;4.00;;CtrVol;""
"BRO13";2014-04-17;3.00;;CtrVol;""
"NEL23";2014-04-17;5.00;;CtrVol;""
"HAM23";2014-04-17;3.50;;CtrVol;""
"THA32";2014-04-17;3.00;;CtrVol;""
"GRE17";2014-04-17;3.00;;CtrVol;""
"FLA56B";2014-04-17;4.00;128;Transporter;""
"CAM53";2014-04-18;10.00;;Supervisor;""
"CAM53";2014-04-18;2.00;;CtrVol;""
"DUM40";2014-04-18;9.50;;CtrVol;""
"RAN17";2014-04-18;4.00;;CtrVol;""
"SMI14";2014-04-18;4.00;;CtrVol;""
"DIL82";2014-04-18;7.00;;CtrVol;""
"DOR16";2014-04-18;4.00;;OfficeAdmin;""
"MCC15A";2014-04-18;4.00;;CtrVol;""
"MCD21";2014-04-18;2.00;;CtrVol;""
"COR77";2014-04-18;0.50;;OfficeAdmin;""
"GOE35";2014-04-18;0.66;50;Transporter;""
"CAM53";2014-04-19;10.00;;Supervisor;""
"CAM53";2014-04-19;1.50;;CtrVol;""
"DUM40";2014-04-19;5.00;;CtrVol;""
"PLE17";2014-04-19;4.50;;CtrVol;""
"CHA18B";2014-04-19;1.00;;CtrVol;""
"MCA10";2014-04-19;4.00;;CtrVol;""
"HOL88";2014-04-19;4.00;;CtrVol;""
"BOC18";2014-04-19;4.00;;OfficeAdmin;""
"NEL30A";2014-04-19;4.50;;CtrVol;""
"PIN75";2014-04-19;4.50;;CtrVol;""
"WHI39";2014-04-19;1.00;40;Transporter;""
"ALV34";2014-04-20;10.00;;Supervisor;""
"ALV34";2014-04-20;1.00;;CtrVol;""
"DIL82";2014-04-20;9.00;;CtrVol;""
"PEM20";2014-04-20;2.00;;CtrVol;""
"SIN38";2014-04-20;4.00;;CtrVol;""
"COR77";2014-04-20;4.00;;OfficeAdmin;""
"THA32";2014-04-20;6.00;;CtrVol;""
"TOD12";2014-04-20;4.00;;CtrVol;""
"GAR35";2014-04-20;4.00;;OfficeAdmin;""
"WOL37";2014-04-20;4.00;;CtrVol;""
"ALV34";2014-04-21;10.00;;Supervisor;""
"ALV34";2014-04-21;1.50;;CtrVol;""
"HUD47";2014-04-21;3.50;;CtrVol;""
"LAR33";2014-04-21;7.00;;CtrVol;""
"CHR16A";2014-04-21;4.00;;CtrVol;""
"FLA24";2014-04-21;1.00;;CtrVol;""
"CAM53";2014-04-21;2.00;;CtrVol;""
"GRA10";2014-04-21;2.00;;CtrVol;""
"DUM40";2014-04-21;4.50;;CtrVol;""
"HER74";2014-04-21;4.50;;CtrVol;""
"SMI14";2014-04-21;4.00;;CtrVol;""
"CAM53";2014-04-21;0.50;2;Transporter;""
"HER74";2014-04-21;0.75;15;Transporter;""
"VEN15";2014-04-21;8.00;;Committee;"Grants team notes and Annual Report fact sheet"
"KUN58";2014-04-12;3.00;;Other;"Estuary Tidelands"
"BAK56";2014-04-12;3.00;;Other;"Estuary Tidelands"
"COO35";2014-04-12;1.50;;Other;"Estuary Tidelands"
"FLA24";2014-04-12;1.00;;Other;"Estuary Tidelands"
"VAN19";2014-04-12;1.00;;Other;"Estuary Tidelands"
"DIL82";2014-04-12;3.00;;Other;"Estuary Tidelands"
"KUN58";2014-04-12;2.50;;Committee;"Fundraising"
"BAK56";2014-04-12;4.00;;Committee;"Fundraising"
"CRO13";2014-04-12;2.50;;Committee;"Fundraising"
"DUC17A";2014-04-12;2.50;;Committee;"Fundraising"
"WAD81";2014-04-12;2.50;;Committee;"Fundraising"
"REN13";2014-03-31;10.00;;CtrVol;""
"REN13";2014-04-01;7.00;;CtrVol;""
"REN13";2014-04-07;7.00;;CtrVol;""
"REN13";2014-04-08;12.00;;CtrVol;""
"REN13";2014-04-14;6.00;;CtrVol;""
"REN13";2014-04-15;10.00;;CtrVol;""
"REN13";2014-04-21;6.00;;CtrVol;""
"DUN13";2014-04-22;5.00;;Supervisor;""
"DUN13";2014-04-22;0.50;;CtrVol;""
"DUM40";2014-04-22;5.00;;Supervisor;""
"DUM40";2014-04-22;1.75;;CtrVol;""
"BOL35";2014-04-22;4.00;;CtrVol;""
"LOW16";2014-04-22;4.00;;CtrVol;""
"LOW16A";2014-04-22;4.00;;CtrVol;""
"DIL82";2014-04-22;5.00;;CtrVol;""
"HAR21";2014-04-22;4.00;;OfficeAdmin;""
"HEN26";2014-04-22;4.00;;CtrVol;""
"KUN58";2014-04-22;2.00;;CtrVol;""
"RAN17";2014-04-22;4.00;;CtrVol;""
"HAR21A";2014-04-22;4.00;;CtrVol;""
"REN13";2014-04-22;9.50;;CtrVol;""
"DUN13";2014-04-23;10.00;;Supervisor;""
"DUN13";2014-04-23;1.75;;CtrVol;""
"CAI58";2014-04-23;3.50;;CtrVol;""
"CLA23";2014-04-23;4.00;;CtrVol;""
"CAM53";2014-04-23;2.00;;CtrVol;""
"FEI11";2014-04-23;3.50;;CtrVol;""
"COR77";2014-04-23;5.00;;OfficeAdmin;""
"HEN85";2014-04-23;4.00;;CtrVol;""
"FLA24";2014-04-23;1.50;;CtrVol;""
"CHA18B";2014-04-23;1.00;;CtrVol;""
"BRO13";2014-04-23;4.00;;CtrVol;""
"KRI16";2014-04-23;4.00;;CtrVol;""
"CHE28";2014-04-23;5.00;;CtrVol;""
"CHE28A";2014-04-23;5.00;;CtrVol;""
"HUD47";2014-04-23;4.50;;CtrVol;""
"LAR33";2014-04-23;4.00;;CtrVol;""
"GUI10A";2014-04-23;2.50;65;Transporter;""
"BAK56";2014-04-23;1.00;65;Transporter;""
"GRA71";2014-04-28;1.00;0;Committee;"Cloud Star grant request"
